service pair,DIP
0a29a293ae7f43e6a5678bfe2a6274ad <-> cc0f327c8e504e4a9c5aaff0c0652d71,0.5135135135135135
0a29a293ae7f43e6a5678bfe2a6274ad <-> fe0b5dfab9db4a25b6deddff43e379a0,0.5641025641025641
b91ccfa6aecb40e99b36fe9f0b999fd6 <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.5660377358490566
0a29a293ae7f43e6a5678bfe2a6274ad <-> 558ad86b82ac47818878f0a45f0fb642,0.584070796460177
0a29a293ae7f43e6a5678bfe2a6274ad <-> 4ad89a85e6df4c68b5895450f7bd2686,0.6119402985074627
0a29a293ae7f43e6a5678bfe2a6274ad <-> 0af303ca12f74cffb704f28d649ecb48,0.6199095022624435
0a29a293ae7f43e6a5678bfe2a6274ad <-> 423b36c01e15449889aefcb350fc9293,0.6216216216216216
46484f943b9840568639b5c11cd9c082 <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.6666666666666666
b0ee407dad4248bf90947f496fac7732 <-> 62830a3beec94e329815936d245b2fe5,0.6825396825396826
0a29a293ae7f43e6a5678bfe2a6274ad <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.725473321858864
da489fae8b0e4b97bcc05a002a69b0d7 <-> 0af303ca12f74cffb704f28d649ecb48,0.7272727272727273
0a29a293ae7f43e6a5678bfe2a6274ad <-> e0e337cb216f4737aaab72d03b2bcfc2,0.75
0a29a293ae7f43e6a5678bfe2a6274ad <-> 1a7d6dc174ad45469048cbd580c67e36,0.765625
12867b57696747a5bbe84751650fba14 <-> d566f7d556384bbab22b1d0c564f51e0,0.7777777777777778
0af303ca12f74cffb704f28d649ecb48 <-> 0dd6fef1d1284f8f90eb482354f6ed97,0.7843137254901961
12867b57696747a5bbe84751650fba14 <-> 0a29a293ae7f43e6a5678bfe2a6274ad,0.8695652173913043
23c23190cd4a4226a647a2f53b6ae45d <-> 0af303ca12f74cffb704f28d649ecb48,0.9230769230769231
21b882e8509446a99784383db18b7a2b <-> 0a29a293ae7f43e6a5678bfe2a6274ad,1.0
0a29a293ae7f43e6a5678bfe2a6274ad <-> f67d4ca6504f4335880b3085f6d0b146,1.0
0a29a293ae7f43e6a5678bfe2a6274ad <-> 4921524b856743e7a2c59c048cbca69d,1.0
5b8c9002a87349738e8d3ec30cbcf79c <-> 83e5b60efe91477fa5f767cdf30c4c01,1.0
0a29a293ae7f43e6a5678bfe2a6274ad <-> c92b371311024807b0e94bd8ebc14a9f,1.0
c86459218daa44bfa45826ed2fbb42d9 <-> 15673e2d9ef5406f9b18eae317e89913,1.0
4d0289dd2d874c19b25af4c021ed65a6 <-> 0dd6fef1d1284f8f90eb482354f6ed97,1.0
0b5a4c6356954095b88c0dcc15dc5c5f <-> 0a29a293ae7f43e6a5678bfe2a6274ad,1.0
