request type,RIN
0a29a293ae7f43e6a5678bfe2a6274ad.c505a6de28b24b0a86ecbf9c230e1952,1.0
12867b57696747a5bbe84751650fba14.fcd270433f374315a17152e8d61a53cd,1.0
d24d0dc9413b4dd290e6756f27b8a2a0.36396519bbdb4f058612a0647a26d96c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.55296b2e7e844ed78efd3db1ea0aec27,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.cd3a10a4d1be434f9bb97b746adb119e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a61b5615de55466abef7a5af85f4bd80,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.786d230284774f8da10e6db108eab190,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.9724a12ff7fc45a8894ccbd041300708,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.e9a1717ca8b344b2b6bbbeea32b746e6,1.0
423d8562e18e4da8b8bc44a817e759c2.5a8f2fa1334e453cb7fe45d9e25d63b5,1.0
506b7918bbe84430b9dd21ddf446aa32.b1d83bfae9f14fd5ac55100e70e894a7,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.ecb07a4261614b048ee92718e373f936,1.0
90133ae2cd594306be2dd7e8366a98a9.61388a4925d74e17a300cb6e9895fa24,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.2ca8bc0b5b254cb4a2985eccdf97af38,1.0
0dd6fef1d1284f8f90eb482354f6ed97.b0a57e27cfc445a9aea5c813458eef02,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.548b3d7dd7034bedafaffe0c6add80a4,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c3c600d304424b7797f19058d771c11b,1.0
d24d0dc9413b4dd290e6756f27b8a2a0.851b7a4f1a8d4cd8b669c054be5267e2,1.0
423b36c01e15449889aefcb350fc9293.664fa883d5184060ab708af89bbbcfc9,1.0
4450ad47454540ceacf0a12019624304.91d51cf3be584c1eae076a75554129ff,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a9a98121f46b4980932a518af4c6fff5,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.bf6f8d522ebb4155a835c360f82dd20e,1.0
7448396e800b48649223d2e4798e03e6.714f412fba1f499da52ba9d651224f9f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.1057b56011f94936b1ba0de5acc017f3,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.cc147a46307a42c5a1e97248b2864eda,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0f50fde5afd64c0fb40616e00571ae7d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.882a3b70c6a74edda0e28a1767e0745e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.ebc12da1c31740cebb00d45056614eab,1.0
558ad86b82ac47818878f0a45f0fb642.164e6513a5cf4ca59006d098d81b3a6e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.97d9a578250a4140aea1c4ff56c68fe2,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0f5ee9bf2d484f2cbf5548f75d441966,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.35ece1a990a94c8cab96349ed7dc04e1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.6ae582013e254ba58f7589a4da7bcea1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.fdc7f8702af84dc28a894db114e5aef3,1.0
d566f7d556384bbab22b1d0c564f51e0.9b0667966f894009a63febc5d2af5524,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.83b070b936ac4beaaa9c04e49dfb128f,1.0
0af303ca12f74cffb704f28d649ecb48.7acbc7b0733e424ca6b34252b83f36bf,1.0
423b36c01e15449889aefcb350fc9293.8e0489371bdc40cda222e0e467e2767d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8d91390de17740178a930e62f3b57914,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.50cd2d4a54db4dfa8cd9875711e4fd5d,1.0
90133ae2cd594306be2dd7e8366a98a9.78dc2aa9adb449989bb8fcc9a7078ad7,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a95649c2707d46aa82f5bbe24168532c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8484125feb6e427d8367a99824381280,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.edb114a1392a4a63a426599ddd0477ae,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8e274e9966f0480293fd8040d9087d7a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.57e40c1e203b4a3fa2a661df1e711a1f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d5723d6b2d3b44ffb55314f951c64680,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8c1eb3af1fd94485b81c68e02769373a,1.0
90133ae2cd594306be2dd7e8366a98a9.ab0bc3141e9f431e8aea529f43c94ae3,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.ef896afc1d6248dabc436307a9c3f287,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.dcd1a71b4780479cbff6a9115ea6456f,1.0
7448396e800b48649223d2e4798e03e6.f6e0ab6d3bc24e0cacdbb2d8d5e0cbdc,1.0
90133ae2cd594306be2dd7e8366a98a9.81497c462c694814aa6201a1484ace05,1.0
7448396e800b48649223d2e4798e03e6.af4f6a1f6d8f47dc926e1f7b1a225251,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.64cb19e862ef4611adeb79300dc39458,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.ea1b9da74772456ea2b221215a356cc0,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0489d3638a0f42c5b044d51f74c7d2a8,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.05546854946d4ea7b0f1808906e9532c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.36fc741e64e7438c98616203174537b5,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.b42d7a7b0f264084bcf11a0982768ccb,1.0
90133ae2cd594306be2dd7e8366a98a9.4647a10cd73c493589650b22b5188871,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7a52b9b43e21493891d2cb5ed61a06ce,1.0
1a7d6dc174ad45469048cbd580c67e36.960aa047baef4300ae96c7d061eb83cc,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.04bf431b062241edbdffa26f13bcdb8b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.64ff95614ebc41259d1202382cbae207,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0ed0f8806f7f403aa8104139f53b8d25,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.97ef133aa7314a399af9737226c4c9ca,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.27f4eea4869844a8bef349e4328c4ab5,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.b5f763db9bf04346882ba0bd44145cc8,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.dbe6257af9b842af8c87e395d8a0dc23,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.eff951d1168a44a096224531cd8aa201,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f3cb6f9cf8b54193980b37d0a5911861,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.55387cf638f149ff83b7f09ec4f04e3f,1.0
86141c6c1ca0424199a2b99139be183b.8cefd9d53fb7419b8c91f6ffd0482268,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.9458a5ac0d2a465194f138b5d26be4e0,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.e6de08be9ba2400eb59da8d918fbaf13,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.87eb855e7d5e4d1a8f90bf9a7e0542d3,1.0
fe0b5dfab9db4a25b6deddff43e379a0.dfb1b12e21f84b018a6da693cd0e3a7b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5316ed225afb465d91f9a9fb5cd9f096,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.4b80d2e5b23f4222a908e1066acca1fb,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.472d59eecf514ce6b2d234c9510ff35b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5ec24a85f39f4ff8824f027149208834,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.bebbd624ad40438089378ff1b1e6b6f8,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5fc5896b64fe473289b6588d770ef90a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.cb7c10444c01459fbc4691ecb6266e24,1.0
90133ae2cd594306be2dd7e8366a98a9.79e945fe2f654037b866e4b1f5e9e9f1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.864524c92d8947cdb12fa18797107584,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0221ca9cf47f405cb2a7626bcc06ad2b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.11d92c49a802462eaee1e8c5895fa091,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d3bd4ce201b3437f9539ae67643499bb,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0b5482bf6a01467daa90864ce8e5573f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.70b942d8f00846ea81244e8a2f2ce22c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.6b813c6b6d52415694723022e9e37bc2,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.81b5b33e42114a308307b5d53430a84b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.b7457b3048b149f7ac1750b6409e9fdb,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0917ac308b9b44de871018da972128f0,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.01665019957349e5be3aa3cea6ec9ab9,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a693967acb504a8a82e6e0b7bade58ef,1.0
4450ad47454540ceacf0a12019624304.2a5996de20a84521b1e6041455741a4f,1.0
86141c6c1ca0424199a2b99139be183b.df9c997cfd874a4a94364cacdddefd6b,1.0
0af303ca12f74cffb704f28d649ecb48.c17570f62f29406f91e86cc16f6aa7e5,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.2f61cb525c224de8a4ec37de8ac4f7aa,1.0
86141c6c1ca0424199a2b99139be183b.f1543c8c69664649bc2113eb4d1af54b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.dd6d0dada60644dd9f4b4fc85173eedf,1.0
46484f943b9840568639b5c11cd9c082.e16f5f02921b4388bccef47a2e5be420,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.bef9d7e647144e87afcd72ee7814f4c3,1.0
7448396e800b48649223d2e4798e03e6.8a66258a6568410197ea798cdf16b71b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.02430002f86a4119b73353cb1ef0ba03,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8e06cdd70a3f49dda7d3d7f07c662c25,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.970e3abb48bd4f9088205ed081df147a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.16b52da10b9948d69a25bcad227081a7,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.948c5b9b864e42f2add82e71de746bc1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.85eec84c9d5143ecb64d39418353071e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.53669287dcd8465ab2a943c9d39e06f1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c300ced5e48743ce90ca51cd94d20f87,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.08e2a1246e6243749b2866807562a62a,1.0
d566f7d556384bbab22b1d0c564f51e0.89a513826c3846bd93360903b235b66a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.3c1a0ea3ff7f4e0592548b90eccb1367,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.9f1a5901dd5a47049bca9b1bfb17e350,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.fee7432fec7f4e1d8dc0f846ee373234,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.4fb67fce72194a0fb931c588c467b6e3,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f5a3a4217949401f9814bf7bff6414f1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.4a98939db305488a9637bc5d9ee005c1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f7f1fad714574915821fd969e9e319b7,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.84435f034cab46778342ffc183900520,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0c4c381e9c5f40a7a7ee5c7ce378a173,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7abded168ba642f6892c3477e26fc0a5,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.51c443b4657e443585f9fa49dcd3b28b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.52adec0dc1b644d79dcf455d0673b969,1.0
7448396e800b48649223d2e4798e03e6.c814ab65f97f4294a16bdc961f1061bb,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.b7292473b5d24d98abe9275d0b47740b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c83dad111a984176a352d6f8bc21e1cb,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.6cbb2f3981fd4db4a6ec664d619fccf6,1.0
8caf6439fadc4336881e80b5a0c25c7e.82227f055fde4558901bc9f193bc44ad,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f12f05aa1fbe41f8b141f4fc0d8f1b23,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a5a48a33c15b4b0da4501cde09f93ba5,1.0
4ad89a85e6df4c68b5895450f7bd2686.c03c25985e0a4b99b8dc6b25ac04f5a0,1.0
0af303ca12f74cffb704f28d649ecb48.00e4e433de564942a5aef7df8a51881d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.577062fc289949738946904038b1f2c5,1.0
4ad89a85e6df4c68b5895450f7bd2686.af6a611a82524d85aaa1e3c67a3835df,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.93fa4a806cb9460ebfd7457fc8932b60,1.0
90133ae2cd594306be2dd7e8366a98a9.7c4e7155c641482f8aab21740db1a548,1.0
86141c6c1ca0424199a2b99139be183b.6e6b50b7afc04157892f8f29e6e4c0e3,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.b612619e8b464c75b166109d747bda3f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a5c4ba4dbad4489990b57008cd10e10d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.9ddd3a7a773a4a4289afab3aaa27862c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.6ffa9807c3a942f0a3bea0c0d76f0503,1.0
7448396e800b48649223d2e4798e03e6.67616f09e4154630ba5d58d798523f3c,1.0
0af303ca12f74cffb704f28d649ecb48.9e71e534f1864cb8a8cb5d5ad4b331af,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.e7fba29380e745aeb0067cfbd90e697e,1.0
01ceae3977254563a290c52b868f3d6c.49f7055eca0c4eab85413eb607e9a61b,1.0
90133ae2cd594306be2dd7e8366a98a9.3b8f6650c1f54abdae458b6c8776868e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.082e76bb55ed49ed88527210dd00e627,1.0
90133ae2cd594306be2dd7e8366a98a9.b7c5013cb8a44da1af543d695de5c791,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a2295d08c00346c88e7478d948728959,1.0
90133ae2cd594306be2dd7e8366a98a9.7bae63c7892d4e67a70ffea8f37742c9,1.0
558ad86b82ac47818878f0a45f0fb642.5466b661923b45f5959f197eff2e169e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.45559a2fe11f4ce195374d557dc0396c,1.0
7448396e800b48649223d2e4798e03e6.4965b29df8814af8ae6c7e27ecdb7c86,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7bb6ef031da644d8b6bb352c13c2374e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7ff7adf6a6b94158952d98c922e2d79b,1.0
d566f7d556384bbab22b1d0c564f51e0.a33af0f0cf694e439fbc910053a98363,1.0
90133ae2cd594306be2dd7e8366a98a9.cfb134a0e2cc465c98b5b3807a579107,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.4fea9a6efea846658d66087ca7b67807,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c03b4fb670474916a85e68f9f5e8198c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.bff677bc5b5348bbb3790fe9d3ab4190,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.830c412630ff4f77a80835ef99c3cf07,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.394a60e84d884812b5dcf5754103b0f9,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.4fda451f912445549b5c9e750f964493,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7e1c4e42dd0840e9af1ad73a5d8adef9,1.0
b91ccfa6aecb40e99b36fe9f0b999fd6.17fe12b9a98f488d81bdf66ab774e978,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7a29f8daf3254772b144b0d1960a0691,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.ace02e405afe46e7b469fe606c0e3fc9,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.3b916157f6d242a3b1387470e69174f1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.4cb79b473c484d12bb726c16ed647311,1.0
d24d0dc9413b4dd290e6756f27b8a2a0.f2d215a3637347758ba2bb94273f36dc,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7ce18730caa643a5b4dda28986c107dc,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.35727888560d4fcc82c0b9c36ee10132,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d51eaa3bb50942ce97256728eff9356d,1.0
4ad89a85e6df4c68b5895450f7bd2686.91096e507d714981ada996dd0bfb3348,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.cbec530165ca493e96e4b9f6acb19988,1.0
b91ccfa6aecb40e99b36fe9f0b999fd6.8ca1d704a651486c84cd3bb4d1eeb634,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.2c2c5764c6984f9b8beacdf1c18100dd,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d42d76c115f64e94ac505f56afa8355d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8fdcd602fb394112bec48caf8b07efe3,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.04a1050928864603829c859b49c0cbb5,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a10e44944b834021ad5d2c10334e1b1e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.3fe6ae142aa246f090feefcf31f97678,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.2d8f2dffdb164bd9a33092b1bdffd155,1.0
90133ae2cd594306be2dd7e8366a98a9.c9fe3dd5d3f84bdb92b134e46ce26d96,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d9b818b9ba6646e6be78e784f091965a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.597b86f6e6ca4f51ae1be9387359101e,1.0
90133ae2cd594306be2dd7e8366a98a9.864b1b1cbe6f450da0dd51a108e9903e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.dd8574b9d6ae4a3bb54efe01fc562759,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.ff898008721b48e6a14998a8b71a488f,1.0
7448396e800b48649223d2e4798e03e6.7ad38d344fe943e1ad4e050f7ebe6aba,1.0
558ad86b82ac47818878f0a45f0fb642.c06665106487404ba393fb7206fe1fc1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.62ac611d5919427f961f408a815b50ac,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c0916824d2bd4a5ea495d8e113908e28,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d56efe2da4524eefaea3884089a8d895,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.75090eb6f6fc4e36bd8c894d9a3cdaa4,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.6c09b9fc4a6e406ba9d1f88f1fc90b98,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c66be8e642794bbc8d12fe7b6834ead0,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a58416b87e4745188dcc4cfd1ce9a871,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.782ea6b3484c47aaa553c251c5c48ffb,1.0
bb305c4c16f9462ca078ef7d25cd9aa9.71efa01d5430488892505d27ab940c4a,1.0
558ad86b82ac47818878f0a45f0fb642.080ba47d822e41358fb3eeb4b0d12f10,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.19921ad8c3bb4bd685201a1ac9edd024,1.0
4ad89a85e6df4c68b5895450f7bd2686.ea2386fdc42f41eba0c951ed3453b781,1.0
d24d0dc9413b4dd290e6756f27b8a2a0.22ea61ae30fe4efd9c0a446903c5ec82,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.376cb50051064bada4e9e7f32c629ea8,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.08239d98b97340ab8013bcbbc7bf884e,1.0
d24d0dc9413b4dd290e6756f27b8a2a0.dcf147aad88943efbd217e01cb2be818,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.55caca39a0b740aea8ce4ce33468531e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.864427ddfec04a47aa6ae2a4f38bc6c0,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.3e8612cb8aeb4e6cae6239fc008c2e13,1.0
558ad86b82ac47818878f0a45f0fb642.fd563044cb974b0a80888c75adcb37ff,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.05a6a647c60c4108bac6a5ec2d194dd7,1.0
7448396e800b48649223d2e4798e03e6.33463d0fc96d49b2b18d969fb9bc5d6f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.98500e0cc74047af85145f9b26cfd219,1.0
d24d0dc9413b4dd290e6756f27b8a2a0.36ad72bf96af4cf18569a73b9e9bd0b1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.98903821b872498f91d77e973fcf6302,1.0
cc0f327c8e504e4a9c5aaff0c0652d71.3a33ee0e01f74f5abb9d478990835767,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.540bc47c29f94bd1a0cb7b93e6c6651b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.71b53d3e00e44e4f9ef77c1444e259c8,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.83802496e4974e3484abe1fdd35e2a04,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0e39607f497b4eedb3ae405ed2ba9b10,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.2944f3c6615941ad9cc9cdfb62f96047,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d7a99f6d495e41fb951a48047028b0c5,1.0
f2a0d8446e714e19aa12a11e4d527880.1baa7bd8fd5c4c9399bcc2b2f7a953f3,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a20961c1b5324be7bc1f248b5a157a2c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c28710565a6a4ab5b3570c24a9bb37d4,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8f7168a0e11b4b31a71fbd278e2184aa,1.0
1a7d6dc174ad45469048cbd580c67e36.73ce236edfe342f696bbeaf0d94b0058,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.cb824637976a41bb99ed9c28c2478ae9,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.40dae5ea828c4509b4cc3b8de05bd11d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.3a25d1dd9f274afbba0af65330e5a54c,1.0
558ad86b82ac47818878f0a45f0fb642.63173b798f954d7a8f1c8d94d392bf7a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.2965a81c87b14b9ba929224e888bc7bb,1.0
cc0f327c8e504e4a9c5aaff0c0652d71.58c1c47111304c57a135acb0288ef544,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.99e5200557af40e6931f410f4d3dfaaf,1.0
90133ae2cd594306be2dd7e8366a98a9.b3ef7b5c4f404c849bbeb23da016658d,1.0
558ad86b82ac47818878f0a45f0fb642.e68a9a8c2e1e4ee880db96cf4345e8f4,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d987ad466ff64b2d9e9d258f722eae77,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.63183b5fb9be4283ad5467bcddde89c4,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.e5f8efe193c941c1896a79aaa9aaafa9,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f0b8f259f60c4d058da7d1d6a829def2,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.93e3568d6db2401794d873741ec3d9c6,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7ab1fcdaf359427380d960b82a0eef11,1.0
